#
#
# US Geological Survey, Water Resources Data
# retrieved: 2014-11-20 16:24:57 EST	(natwebcaas01)
#
# This file contains USGS Monthly Statistics
#
# Note:The statistics generated are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit http://help.waterdata.usgs.gov/faq/about-statistics.
#
# Data heading explanations.
# agency_cd       -- agency code
# site_no         -- Site identification number
# parameter_cd    -- Parameter code
# station_nm      -- Site name
# loc_web_ds      -- Additional measurement description
#
# Data for the following 1 site(s) are contained in this file
# agency_cd   site_no      parameter_cd   station_nm (loc_web_ds)
# USGS        04116500     00060          FLAT RIVER AT SMYRNA, MI
#
# Explanation of Parameter Codes
# parameter_cd	Parameter Name
# 00060         Discharge, cubic feet per second
#
# Data heading explanations.
# year_nu     ... Calendar year for value.
# month_nu    ... Month for value.
# mean_va     ... Mean of daily mean values for this month.
# count_nu    ... Number of values used in the calculation.
#
agency_cd	site_no	parameter_cd	dd_nu	loc_web_ds	year_nu	month_nu	mean_va	count_nu
# 5s	15s	5s	3n	15s	4s	2s	12n	8n
USGS	04116500	00060	1		1979	3	901.3	31
USGS	04116500	00060	1		1979	4	768.2	30
USGS	04116500	00060	1		1979	5	577.1	31
USGS	04116500	00060	1		1979	6	301.6	30
USGS	04116500	00060	1		1979	7	207.0	31
USGS	04116500	00060	1		1979	8	209.2	31
USGS	04116500	00060	1		1979	9	178.9	30
USGS	04116500	00060	1		1979	10	211.3	31
USGS	04116500	00060	1		1979	11	304.8	30
USGS	04116500	00060	1		1979	12	380.3	31
USGS	04116500	00060	1		1980	1	385.9	31
USGS	04116500	00060	1		1980	2	287.8	29
USGS	04116500	00060	1		1980	3	486.1	31
USGS	04116500	00060	1		1980	4	675.0	30
USGS	04116500	00060	1		1980	5	366.4	31
USGS	04116500	00060	1		1980	6	384.9	30
USGS	04116500	00060	1		1980	7	211.8	31
USGS	04116500	00060	1		1980	8	251.8	31
USGS	04116500	00060	1		1980	9	320.4	30
USGS	04116500	00060	1		1980	10	314.3	31
USGS	04116500	00060	1		1980	11	325.5	30
USGS	04116500	00060	1		1980	12	420.4	31
USGS	04116500	00060	1		1981	1	258.1	31
USGS	04116500	00060	1		1981	2	548.5	28
USGS	04116500	00060	1		1981	3	501.9	31
USGS	04116500	00060	1		1981	4	634.8	30
USGS	04116500	00060	1		1981	5	609.6	31
USGS	04116500	00060	1		1981	6	403.6	30
USGS	04116500	00060	1		1981	7	220.1	31
USGS	04116500	00060	1		1981	8	203.3	31
USGS	04116500	00060	1		1981	9	276.4	30
USGS	04116500	00060	1		1981	10	930.2	31
USGS	04116500	00060	1		1981	11	450.3	30
USGS	04116500	00060	1		1981	12	480.3	31
USGS	04116500	00060	1		1982	1	320.9	31
USGS	04116500	00060	1		1982	2	329.1	28
USGS	04116500	00060	1		1982	3	917.7	31
USGS	04116500	00060	1		1982	4	820.8	30
USGS	04116500	00060	1		1982	5	374.1	31
USGS	04116500	00060	1		1982	6	447.3	30
USGS	04116500	00060	1		1982	7	364.3	31
USGS	04116500	00060	1		1982	8	291.3	31
USGS	04116500	00060	1		1982	9	310.8	30
USGS	04116500	00060	1		1982	10	277.3	31
USGS	04116500	00060	1		1982	11	547.8	30
USGS	04116500	00060	1		1982	12	870.0	31
USGS	04116500	00060	1		1983	1	492.3	31
USGS	04116500	00060	1		1983	2	498.4	28
USGS	04116500	00060	1		1983	3	649.4	31
USGS	04116500	00060	1		1983	4	894.6	30
USGS	04116500	00060	1		1983	5	736.3	31
USGS	04116500	00060	1		1983	6	414.9	30
USGS	04116500	00060	1		1983	7	205.9	31
USGS	04116500	00060	1		1983	8	226.3	31
USGS	04116500	00060	1		1983	9	306.3	30
USGS	04116500	00060	1		1983	10	345.5	31
USGS	04116500	00060	1		1983	11	389.8	30
USGS	04116500	00060	1		1983	12	450.5	31
USGS	04116500	00060	1		1984	1	326.1	31
USGS	04116500	00060	1		1984	2	624.4	29
USGS	04116500	00060	1		1984	3	552.3	31
USGS	04116500	00060	1		1984	4	580.8	30
USGS	04116500	00060	1		1984	5	579.4	31
USGS	04116500	00060	1		1984	6	462.3	30
USGS	04116500	00060	1		1984	7	276.5	31
USGS	04116500	00060	1		1984	8	183.6	31
USGS	04116500	00060	1		1984	9	229.2	30
USGS	04116500	00060	1		1984	10	288.3	31
USGS	04116500	00060	1		1984	11	367.6	30
USGS	04116500	00060	1		1984	12	469.4	31
USGS	04116500	00060	1		1985	1	535.8	31
USGS	04116500	00060	1		1985	2	474.4	28
USGS	04116500	00060	1		1985	3	1282	31
USGS	04116500	00060	1		1985	4	1044	30
USGS	04116500	00060	1		1985	5	382.1	31
USGS	04116500	00060	1		1985	6	333.2	30
USGS	04116500	00060	1		1985	7	237.8	31
USGS	04116500	00060	1		1985	8	383.7	31
USGS	04116500	00060	1		1985	9	495.9	30
USGS	04116500	00060	1		1985	10	464.3	31
USGS	04116500	00060	1		1985	11	738.0	30
USGS	04116500	00060	1		1985	12	570.2	31
USGS	04116500	00060	1		1986	1	452.1	31
USGS	04116500	00060	1		1986	2	428.6	28
USGS	04116500	00060	1		1986	3	1002	31
USGS	04116500	00060	1		1986	4	629.7	30
USGS	04116500	00060	1		1986	5	545.9	31
USGS	04116500	00060	1		1986	6	388.6	30
USGS	04116500	00060	1		1986	7	344.4	31
USGS	04116500	00060	1		1986	8	237.3	31
USGS	04116500	00060	1		1986	9	1688	30
